kpi-001- start: 15_(L-1,R-14)---stop: 16_(L-1,R-15) 
kpi-002- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-003- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-004- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-005- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-006- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-007- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-008- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-009- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-010- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-011- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-012- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-013- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-014- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-015- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-016- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-017- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-018- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-019- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
kpi-020- start: 16_(L-1,R-15)---stop: 16_(L-1,R-15) 
